,player_name,medal_type,event_name,name_of_sport,medal_icon,country_flag
620,Gronin./Cozmiuc,2, Lightweight Double Sculls (F) ,Rowing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/RO.svg
621,Kontou/Fitsiou,3, Lightweight Double Sculls (F) ,Rowing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GR.svg
622,O´Donov./McCar.,1, Lightweight Double Sculls (M) ,Rowing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IE.svg
623,Oppo/Soares,2, Lightweight Double Sculls (M) ,Rowing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
624,Gkaidat./Papak.,3, Lightweight Double Sculls (M) ,Rowing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GR.svg
625,Great Britain,1, Quadruple Sculls (F) ,Rowing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
626,Netherlands,2, Quadruple Sculls (F) ,Rowing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NL.svg
627,Germany,3, Quadruple Sculls (F) ,Rowing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DE.svg
628,Netherlands,1, Quadruple Sculls (M) ,Rowing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NL.svg
629,Italy,2, Quadruple Sculls (M) ,Rowing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
630,Poland,3, Quadruple Sculls (M) ,Rowing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/PL.svg
631,K.Florijn,1, Singles (F) ,Rowing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NL.svg
632,E.Twigg,2, Singles (F) ,Rowing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NZ.svg
633,V.Senkute,3, Singles (F) ,Rowing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/LT.svg
634,O.Zeidler,1, Singles (M) ,Rowing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DE.svg
635,Y.Zalaty,2, Singles (M) ,Rowing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/BY.svg
636,S.Van Dorp,3, Singles (M) ,Rowing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NL.svg
637,France,1, Men ,Rugby Sevens,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
638,Fiji,2, Men ,Rugby Sevens,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FJ.svg
639,South Africa,3, Men ,Rugby Sevens,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/ZA.svg
640,New Zealand,1, Women ,Rugby Sevens,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NZ.svg
641,Canada,2, Women ,Rugby Sevens,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CA.svg
642,USA,3, Women ,Rugby Sevens,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
643,Vadlau/Mähr,1, 470 (X) ,Sailing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AT.svg
644,Yoshioka/Okada,2, 470 (X) ,Sailing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JP.svg
645,Karlsson/Dahlb.,3, 470 (X) ,Sailing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/SE.svg
646,Botín/Trittel,1, 49er Class Sailing (M) ,Sailing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/ES.svg
647,McHardie/McKen.,2, 49er Class Sailing (M) ,Sailing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NZ.svg
648,Barrows/Henken,3, 49er Class Sailing (M) ,Sailing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
649,vAanholt/Duetz,1, 49er FX Sailing (F) ,Sailing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NL.svg
650,Bobeck/Netzler,2, 49er FX Sailing (F) ,Sailing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/SE.svg
651,Steyaert/Picon,3, 49er FX Sailing (F) ,Sailing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
652,M.Wearn,1, Laser Class Sailing (M) ,Sailing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
653,P.Kontides,2, Laser Class Sailing (M) ,Sailing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CY.svg
654,S.Peschie,3, Laser Class Sailing (M) ,Sailing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/PE.svg
655,M.Bouwmeester,1, Laser Radial Sailing (F) ,Sailing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NL.svg
656,A.-M.Rindom,2, Laser Radial Sailing (F) ,Sailing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DK.svg
657,L.Flem Hoest,3, Laser Radial Sailing (F) ,Sailing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NO.svg
658,V.Bontus,1, Men ,Sailing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AT.svg
659,T.Vodisek,2, Men ,Sailing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/SI.svg
660,M.Maeder,3, Men ,Sailing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/SG.svg
661,Tita/Banti,1, Nacra 17 Sailing (Mixed) ,Sailing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
662,Bosco/Majdalani,2, Nacra 17 Sailing (Mixed) ,Sailing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AR.svg
663,Dawson/Wilkins.,3, Nacra 17 Sailing (Mixed) ,Sailing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NZ.svg
664,M.Maggetti,1, Windsurfing (F) ,Sailing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
665,S.Kantor,2, Windsurfing (F) ,Sailing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IL.svg
666,E.Wilson,3, Windsurfing (F) ,Sailing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
667,T.Reuveny,1, Windsurfing (M) ,Sailing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IL.svg
668,G.Morris,2, Windsurfing (M) ,Sailing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
669,L.Van Opzeeland,3, Windsurfing (M) ,Sailing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NL.svg
670,E.Aldridge,1, Women ,Sailing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
671,L.Nolot,2, Women ,Sailing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
672,A.Lammerts,3, Women ,Sailing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NL.svg
673,Y.Oh,1, Air Pistol 10m (F) ,Shooting,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/KR.svg
674,Y.Kim,2, Air Pistol 10m (F) ,Shooting,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/KR.svg
675,M.Bhaker,3, Air Pistol 10m (F) ,Shooting,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IN.svg
676,Y.Xie,1, Air Pistol 10m (M) ,Shooting,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
677,F.Maldini,2, Air Pistol 10m (M) ,Shooting,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
678,P.Monna,3, Air Pistol 10m (M) ,Shooting,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
679,Arunovic/Mikec,1, Air Pistol 10m Shooting (Mixed) ,Shooting,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/RS.svg
680,Tarhan/Dikeç,2, Air Pistol 10m Shooting (Mixed) ,Shooting,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/TR.svg
681,Bhaker/Singh,3, Air Pistol 10m Shooting (Mixed) ,Shooting,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IN.svg
682,H.Ban,1, Air Rifle 10m (F) ,Shooting,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/KR.svg
683,Y.Huang,2, Air Rifle 10m (F) ,Shooting,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
684,A.Gogniat,3, Air Rifle 10m (F) ,Shooting,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CH.svg
685,L.Sheng,1, Air Rifle 10m (M) ,Shooting,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
686,V.Lindgren,2, Air Rifle 10m (M) ,Shooting,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/SE.svg
687,M.Maričić,3, Air Rifle 10m (M) ,Shooting,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/HR.svg
688,Huang/Sheng,1, Air Rifle 10m Shooting (Mixed) ,Shooting,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
689,Keum/Park,2, Air Rifle 10m Shooting (Mixed) ,Shooting,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/KR.svg
690,Le/Satpayev,3, Air Rifle 10m Shooting (Mixed) ,Shooting,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/KZ.svg
691,Y.Li,1, Rapid Fire Pistol 25m (M) ,Shooting,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
692,Y.Cho,2, Rapid Fire Pistol 25m (M) ,Shooting,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/KR.svg
693,X.Wang,3, Rapid Fire Pistol 25m (M) ,Shooting,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
694,Bacosi/Rossetti,1, Skeet (X) ,Shooting,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
695,Smith/Hancock,2, Skeet (X) ,Shooting,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
696,Jiang/Lyu,3, Skeet (X) ,Shooting,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
697,F.Crovetto,1, Skeet Shooting (F) ,Shooting,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CL.svg
698,A.Rutter,2, Skeet Shooting (F) ,Shooting,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
699,A.Smith,3, Skeet Shooting (F) ,Shooting,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
700,V.Hancock,1, Skeet Shooting (M) ,Shooting,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
701,C.Prince,2, Skeet Shooting (M) ,Shooting,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
702,M.Lee,3, Skeet Shooting (M) ,Shooting,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/TW.svg
703,C.Leone,1, Small Bore Rifle 3-Pos. 50m (F) ,Shooting,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CH.svg
704,S.Maddalena,2, Small Bore Rifle 3-Pos. 50m (F) ,Shooting,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
705,Q.Zhang,3, Small Bore Rifle 3-Pos. 50m (F) ,Shooting,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
706,Y.Liu,1, Small Bore Rifle 3-Pos. 50m (M) ,Shooting,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
707,S.Kulish,2, Small Bore Rifle 3-Pos. 50m (M) ,Shooting,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/UA.svg
708,S.Kusale,3, Small Bore Rifle 3-Pos. 50m (M) ,Shooting,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IN.svg
709,J.Yang,1, Sport Pistol 25m (F) ,Shooting,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/KR.svg
710,C.Jedrzejewski,2, Sport Pistol 25m (F) ,Shooting,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
711,V.Major,3, Sport Pistol 25m (F) ,Shooting,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/HU.svg
712,A.Ruano Oliva,1, Trap (F) ,Shooting,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GT.svg
713,S.Stanco,2, Trap (F) ,Shooting,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
714,P.Smith,3, Trap (F) ,Shooting,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
715,N.Hales,1, Trap (M) ,Shooting,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
716,Y.Qi,2, Trap (M) ,Shooting,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
717,JP.Brol Cardena,3, Trap (M) ,Shooting,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GT.svg
718,A.Trew,1, Park (F) ,Skateboarding,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
719,C.Hiraki,2, Park (F) ,Skateboarding,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JP.svg
720,S.Brown,3, Park (F) ,Skateboarding,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
721,K.Palmer,1, Park (M) ,Skateboarding,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
722,T.Schaar,2, Park (M) ,Skateboarding,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
723,A.Akio,3, Park (M) ,Skateboarding,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/BR.svg
724,C.Yoshizawa,1, Street (F) ,Skateboarding,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JP.svg
725,L.Akama,2, Street (F) ,Skateboarding,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JP.svg
726,R.Leal,3, Street (F) ,Skateboarding,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/BR.svg
727,Y.Horigome,1, Street (M) ,Skateboarding,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JP.svg
728,J.Eaton,2, Street (M) ,Skateboarding,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
729,N.Huston,3, Street (M) ,Skateboarding,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
730,J.Garnbret,1, Combined (F) ,Sport Climbing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/SI.svg
731,B.Raboutou,2, Combined (F) ,Sport Climbing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
732,J.Pilz,3, Combined (F) ,Sport Climbing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AT.svg
733,T.Roberts,1, Combined (M) ,Sport Climbing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
734,S.Anraku,2, Combined (M) ,Sport Climbing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JP.svg
735,J.Schubert,3, Combined (M) ,Sport Climbing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AT.svg
736,V.Leonardo,1, Men ,Sport Climbing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/ID.svg
737,P.Wu,2, Men ,Sport Climbing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
738,S.Watson,3, Men ,Sport Climbing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
739,A.Mirosław,1, Women ,Sport Climbing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/PL.svg
740,L.Deng,2, Women ,Sport Climbing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
741,A.Kalucka,3, Women ,Sport Climbing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/PL.svg
742,C.Marks,1, Surfing (F) ,Surfing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
743,T.Weston-Webb,2, Surfing (F) ,Surfing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/BR.svg
744,J.Defay,3, Surfing (F) ,Surfing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
745,K.Vaast,1, Surfing (M) ,Surfing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
746,J.Robinson,2, Surfing (M) ,Surfing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
747,G.Medina,3, Surfing (M) ,Surfing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/BR.svg
748,K.McKeown,1, 100m Backstroke Swimming (F) ,Swimming,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
749,R.Smith,2, 100m Backstroke Swimming (F) ,Swimming,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
750,K.Berkoff,3, 100m Backstroke Swimming (F) ,Swimming,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
751,T.Ceccon,1, 100m Backstroke Swimming (M) ,Swimming,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
752,J.Xu,2, 100m Backstroke Swimming (M) ,Swimming,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
753,R.Murphy,3, 100m Backstroke Swimming (M) ,Swimming,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
754,T.Smith,1, 100m Breaststroke Swimming (F) ,Swimming,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/ZA.svg
755,Q.Tang,2, 100m Breaststroke Swimming (F) ,Swimming,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
756,M.Mc Sharry,3, 100m Breaststroke Swimming (F) ,Swimming,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IE.svg
757,N.Martinenghi,1, 100m Breaststroke Swimming (M) ,Swimming,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
758,N.Fink,2, 100m Breaststroke Swimming (M) ,Swimming,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
759,A.Peaty,3, 100m Breaststroke Swimming (M) ,Swimming,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
760,T.Huske,1, 100m Butterfly Swimming (F) ,Swimming,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
761,G.Walsh,2, 100m Butterfly Swimming (F) ,Swimming,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
762,Y.Zhang,3, 100m Butterfly Swimming (F) ,Swimming,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
763,K.Milak,1, 100m Butterfly Swimming (M) ,Swimming,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/HU.svg
764,J.Liendo,2, 100m Butterfly Swimming (M) ,Swimming,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CA.svg
765,I.Kharun,3, 100m Butterfly Swimming (M) ,Swimming,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CA.svg
766,S.Sjöstrom,1, 100m Freestyle Swimming (F) ,Swimming,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/SE.svg
767,T.Huske,2, 100m Freestyle Swimming (F) ,Swimming,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
768,S.Haughey,3, 100m Freestyle Swimming (F) ,Swimming,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/HK.svg
769,Z.Pan,1, 100m Freestyle Swimming (M) ,Swimming,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
770,K.Chalmers,2, 100m Freestyle Swimming (M) ,Swimming,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
771,D.Popovici,3, 100m Freestyle Swimming (M) ,Swimming,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/RO.svg
772,K.Ledecky,1, 1500m Freestyle Swimming (F) ,Swimming,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
